Virginia Polytechnic Institute and State University,Virginia,Rural setting,23700,10509,Agribusiness Operations|Agricultural Production|Agriculture - General|Agronomy/Crop Science|Animal Sciences|Dairy Science|Food Science|Horticulture Science|Architecture|Landscape Architecture|Art - General|Drama/Theater Arts|Industrial Design|Interior Design|Music - General|Biochemistry|Biology|Accounting|Business Administration/Management|Business/Managerial Economics|Construction Management|Finance/Banking|Hospitality Administration/Management|Management Science|Marketing Management|Communications/Rhetoric|Computer/Information Sciences - General|Secondary Education|Aeronautical/Aerospace Engineering|Agricultural Engineering|Chemical Engineering|Civil Engineering|Computer Engineering - General|Construction Engineering|Electrical/Communications Engineering|Engineering Mechanics|Industrial Engineering|Materials Engineering|Mechanical Engineering|Mining/Mineral Engineering|English Language & Literature - General|Family/Consumer Sciences - Business|Foods/Nutrition Studies|Human Development/Family Studies|Foreign Language & Literature - General|History - General|Liberal Arts & Sciences|Mathematics - General|Statistics|Science  Technology & Society|Environmental Science|Environmental Studies|Forestry - General|Philosophy|Chemistry|Geology|Meteorology|Physics|Psychology - General|Public Policy Analysis|Applied Economics|Economics|Geography|International Relations|Political Science/Government|Sociology
John Tyler Community College,Virginia,Suburban setting,10798,3620,Architectural Technology|Visual and Performing Arts - General|Business Administration/Management|Real Estate|Graphic/Printing Equipment Operation|Computer/Information Sciences - General|Web/Multimedia Design|Building/Property Maintenance|Engineering - General|Civil Engineering/Technology|Electrical Engineering Technologies|Engineering Technology - General|Industrial Technology|Child Care Service|Nursing (RN)|General Studies|Humanities|Liberal Arts & Sciences|Automotive Technology|Heating/A.C./Refrigeration Mechanics|Industrial Electronics|Industrial Equipment Maintenance/Repair|Funeral Services/Mortuary Science|Welding Technology|Human Services|Biology Technician|Law Enforcement Administration
University of Texas at Arlington,Texas,Urban setting,25419,8878,"img src=""/premium/images/91/91-majors.jpg"" alt="""" width=""147"" height=""104"" border=""0"">|Go to uta.edu to learn more||Architecture|Interior Architecture|Art - General|Art History/Criticism/Conservation|Drama/Theater Arts|Fine/Studio Arts|Music - General|Music - General Performance|Biochemistry|Biology|Microbiology|Accounting|Banking/Financial Services|Business Administration/Management|Business/Managerial Economics|International Business|Management Information Systems|Marketing Management|Real Estate|Advertising|Digital Communications/Multimedia|Journalism|Public Relations|Radio/Television|Computer Science|Aeronautical/Aerospace Engineering|Biomedical Engineering|Civil Engineering|Computer Engineering - General|Electrical/Communications Engineering|Industrial Engineering|Mechanical Engineering|Software Engineering|English Language & Literature - General|Rhetoric and Composition|Child Development|Foreign Language & Literature - General|French|German|Linguistics|Russian|Spanish|Athletic Training/Sports Medicine|Clinical Laboratory Science|Nursing (RN)|History - General|General Studies|Mathematics - General|Multi/Interdisciplinary Studies  General|Exercise Sciences|Philosophy|Chemistry|Geology|Physics|Psychology - General|Social Work|Criminal Justice Studies|Anthropology|Economics|Political Science/Government|Sociology"
Sampson Community College,North Carolina,Rural setting,1623,2059,Animal Sciences|Horticultural Services|Horticulture  Ornamental|Landscaping|Accounting|Administrative/Secretarial Services|Business Administration/Management|Office Clerical Services|Real Estate|Computer Programming - Specific Applications|Computer/Information Sciences - General|Information Sciences/Systems|Carpentry|Early Childhood Education|Education - General|Nursing (RN)|Nursing - Practical|Nursing Assistance|Industrial Equipment Maintenance/Repair|Cosmetology|Police Science
Trinity Washington University,Not set,Urban setting,Not set,20310,Art History/Criticism/Conservation|Biochemistry|Biology|Business Administration/Management|Communications/Rhetoric|English Language & Literature - General|Foreign Language & Literature - General|Public Health|History - General|General Studies|Liberal Arts & Sciences|Mathematics - General|Environmental Science|Chemistry|Physical Sciences - General|Psychology - General|Human Services|Law Enforcement Administration|Economics|International Relations|Political Science/Government|Sociology
Macon State College,Georgia,Suburban setting,5702,3644,Art - General|Music - General|Biology|Accounting|Business Administration/Management|Marketing Management|Operations Management|Digital Communications/Multimedia|Journalism|Mass Communications/Media Studies|Information Technology|Biology Teacher Education|Early Childhood Education|English Teacher Education|History Teacher Education|Junior High Education|Mathematics Education|Pre-Engineering|Engineering Technology - General|English Language & Literature - General|Foreign Language & Literature - General|Health Services Administration|Medical Records Administration|Medical Records Technology|Nursing (RN)|Physical Therapy Assistance|Predentistry|Premedicine|Prepharmacy|Preveterinary Medicine|Respiratory Therapy|History - General|General Studies|Mathematics - General|Multi/Interdisciplinary Studies  General|Chemistry|Physics|Psychology - General|Human Services|Criminal Justice Studies|Political Science/Government|Sociology
Ohio Valley University,West Virginia,Suburban setting,488,16960,Biomedical Sciences|Accounting|Business Administration/Management|Human Resources Management|Nonprofit Management|Information Technology|Education - General|Elementary Education|English Teacher Education|Mathematics Education|Physical Education|Science Teacher Education|Secondary Education|Social Studies Teacher Education|Teacher Education  Multiple Levels|Liberal Arts & Sciences|Religion/Religious Studies|Psychology - General|Bible Studies
Gallaudet University,Not set,Urban setting,1118,12806,Art History/Criticism/Conservation|Commercial/Advertising Art|Drama/Theater Arts|Fine/Studio Arts|Visual and Performing Arts - General|Biology|Accounting|Business - General|Business Administration/Management|Entrepreneurial Studies|Management Information Systems|Communications/Rhetoric|Computer Science|Computer/Information Sciences - General|Information Sciences/Systems|Art Teacher Education|Early Childhood Education|Education - General|Education of Deaf/Hearing Impaired|Education of Multiple Handicapped|Elementary Education|Family/Consumer Sciences - Education|Physical Education|Secondary Education|English Language & Literature - General|Child Development|American Sign Language (ASL)|French|Spanish|Recreational Therapy|History - General|Mathematics - General|Global Studies|Health/Physical Fitness|Parks  Recreation & Fitness - General|Philosophy|Chemistry|Physics|Psychology - General|Social Work|Criminology|Economics|Political Science/Government|Sociology
Greensboro College,North Carolina,Urban setting,1117,25000,Drama/Theater Arts|Fine/Studio Arts|Music - General|Music - General Performance|Theater Design/Stagecraft|Biology|Accounting|Business/Managerial Economics|Communications/Rhetoric|Art Teacher Education|Biology Teacher Education|Drama/Dance Teacher Education|Early Childhood Education|Education - General|Education of Emotionally Handicapped|Education of Learning Disabled|Education of Mentally Handicapped|Education of Multiple Handicapped|Elementary Education|English Teacher Education|History Teacher Education|Junior High Education|Mathematics Education|Music Teacher Education|Physical Education|Social Studies Teacher Education|Spanish Language Teacher Education|Special Education|English Language & Literature - General|French|Spanish|Athletic Training/Sports Medicine|History - General|Liberal Arts & Sciences|Mathematics - General|Exercise Sciences|Health/Physical Fitness|Sport/Fitness Administration|Religion/Religious Studies|Chemistry|Psychology - General|Political Science/Government|Sociology
Hodges University,Florida,Suburban setting,2172,14600,Accounting|Business Administration/Management|Information Technology|Health System Administration|Medical Assistance|Medical Records Technology|Paralegal/Legal Assistance|Criminal Justice Studies
Pima Community College,Arizona,Urban setting,Not set,1910,Native American Studies|Design/Visual Communications|Digital Arts|Film Production/Cinematography|Game and Interactive Media Design|Visual and Performing Arts - General|Accounting|Administrative/Secretarial Services|Business - General|Customer Service Management|Fashion Merchandising|Hospitality Administration/Management|Human Resources Management|Insurance/Risk Management|Logistics/Materials Management|Office Clerical Services|Retailing|Digital Communications/Multimedia|Computer Networking/Telecommunications|Computer Systems Analysis|Computer/Information Sciences - General|Data Processing Technology|Web/Multimedia Design|Word Processing|Building Construction Technology|Building/Property Maintenance|Bilingual/Bicultural Education|Early Childhood Education|Education - General|Physical Education|Special Education|Pre-Engineering|Architectural Drafting|Computer Engineering|Drafting and Design Technology|Electrical/Electronics Drafting|Environmental Engineering Technology|Integrated Circuit Design|Surveying Technology|Technical/Business Writing|Child Development|Language Interpretation/Translation|Sign Language Interpretation|Clinical/Medical Laboratory Technology|Clinical/Medical Social Work|Community Health Services|Dental Assistance|Dental Hygiene|Dental Laboratory Technology|Emergency Medical Technology|Histologic Technician|Home Attendant|Management/Clinical Assistant|Massage Therapy|Medical Laboratory Assistance|Medical Records Technology|Mental Health Services Technology|Nursing (RN)|Nursing - Practical|Pharmacy Assistance|Phlebotomy|Radiologic Technology/Medical Imaging|Respiratory Therapy|Veterinarian Assistance|Paralegal/Legal Assistance|General Studies|Liberal Arts & Sciences|Aircraft Mechanics|Automotive Technology|Avionics Maintenance/Technology|Heating/A.C./Refrigeration Mechanics|Industrial Electronics|Physical Fitness Technician|Food Prep/Professional Cooking|Restaurant/Catering Management|CabinetmakingMillwork|Machine Tool Technology|Welding Technology|Biology Technician|Correctional Facilities Administration|Corrections|Criminal Justice Studies|Fire Science/Firefighting|Forensic Technologies|Juvenile Corrections|Law Enforcement Administration|Police Science|Anthropology|Political Science/Government|Sociology|Truck/Bus/Commercial Vehicle Operation
San Jose City College,California,Urban setting,11026,1114,Art - General|Fine/Studio Arts|Music - General|Accounting|Administrative/Secretarial Services|Banking/Financial Services|Business - General|Business Administration/Management|E-Commerce|Entrepreneurial Studies|Information Processing/Data Entry|Labor Studies|Marketing Management|Office Clerical Services|Office Management|Real Estate|Communications Technologies - General|Computer Networking/Telecommunications|Computer Programming - General|Computer Programming - Specific Applications|Computer Programming - Vendor/Product Certification|Computer/Information Sciences - General|Data Entry Applications|Web/Multimedia Design|Construction Trades - General|Power/Electric Transmission|Early Childhood Education|Drafting and Design Technology|Electrical Engineering Technologies|Heating/A.C./Refrigeration|Laser/Optical Technology|Dental Assistance|EMT Ambulance Attendant|Emergency Medical Technology|Substance Abuse Counseling|Liberal Arts & Sciences|Electrical/Electronics Equipment Repair|Heating/A.C./Refrigeration Mechanics|Mechanics & Repair - General|Aesthetics/Skin Care|Cosmetology|Hair Styling/Design|Machine Tool Technology|Psychology - General|Law Enforcement Administration|Social Sciences - General
Trident Technical College,South Carolina,Urban setting,16781,3600,Horticultural Services|Horticulture Science|Landscaping|Turf Management|Commercial/Advertising Art|Film Production/Cinematography|Graphic Design|Photography|Accounting|Administrative/Secretarial Services|Banking/Financial Services|Business - General|Business Administration/Management|Customer Service Management|E-Commerce|Entrepreneurial Studies|Hospitality Administration/Management|Hotel/Motel Management|Information Processing/Data Entry|Logistics/Materials Management|Marketing Management|Office Clerical Services|Office Management|Restaurant/Food Services Management|Transportation/Transportation Management|Travel/Tourism Management|Broadcast Journalism|Communications Technologies - General|Graphic/Printing Equipment Operation|Computer Programming - General|Data Processing Technology|Information Sciences/Systems|Building/Property Maintenance|Electrician|Architectural Engineering Technology|Civil Engineering/Technology|Construction/Building Technologies|Drafting and Design Technology|Electrical Engineering Technologies|Manufacturing Technologies|Robotics|Surveying Technology|Child Care Management|Clinical/Medical Laboratory Technology|Dental Assistance|Dental Hygiene|Medical Administrative Assistance|Medical Assistance|Medical Radiologic Technology|Nursing (RN)|Nursing - Practical|Nursing Assistance|Occupational Therapy Assistance|Pharmacy Assistance|Physical Therapy Assistance|Respiratory Therapy|Paralegal/Legal Assistance|Liberal Arts & Sciences|Aircraft Mechanics|Aircraft Powerplant Technology|Automotive Technology|Electrical/Electronics Equipment Repair|Heating/A.C./Refrigeration Mechanics|Industrial Equipment Maintenance/Repair|Mechanics & Repair - General|Cosmetology|Culinary Arts/Related Services|Physical Sciences - General|Human Services|Youth Services|Corrections|Fire Services Administration|Forensic Technologies|Law Enforcement Administration|Air Transportation|Transportation & Materials Moving - General
Hebrew Theological College,Illinois,Suburban setting,484,19150,Accounting|Business - General|Elementary Education|Special Education|English Language & Literature - General|Liberal Arts & Sciences|Jewish/Judaic Studies|Psychology - General
Davis and Elkins College,West Virginia,Rural setting,784,22320,Drama/Theater Arts|Painting|Theater Design/Stagecraft|Biology|Accounting|Accounting Technology|Business Administration/Management|Finance/Banking|Hospitality Administration/Management|International Business|International Marketing|Management Information Systems|Marketing Management|Real Estate|Computer Science|Business Teacher Education|Drama/Dance Teacher Education|Elementary Education|Mathematics Education|Physical Education|English Language & Literature - General|Spanish|Nursing (RN)|History - General|Mathematics - General|Environmental Science|Exercise Sciences|Parks  Recreation & Fitness - General|Sport/Fitness Administration|Religion/Religious Studies|Chemistry|Psychology - General|Criminology|Economics|Political Science/Government|Sociology|Religious Education
University of Idaho,Idaho,Rural setting,9586,5856,Agricultural Business|Agricultural Communications|Agricultural Economics|Agricultural Mechanization|Agroecology and sustainable agriculture|Animal Sciences|Food Science|Horticulture Science|Range Science/Management|Interior Architecture|Landscape Architecture|American Studies|Latin American Studies|Art - General|Dance|Drama/Theater Arts|Fine/Studio Arts|Interior Design|Music - General Performance|Music - Voice/Opera|Music History/Literature|Music Management/Merchandising|Music Theory/Composition|Musical theatre|Biochemistry|Biology|Conservation Biology|Microbiology|Molecular Biology|Accounting|Business Administration/Management|Business/Managerial Economics|Finance/Banking|Human Resources Management|Management Information Systems|Marketing Management|Advertising|Digital Communications/Multimedia|Journalism|Organizational Communication|Public Relations|Animation/Special Effects|Computer Science|Agricultural Education|Art Teacher Education|Early Childhood Education|Education - General|Elementary Education|English Teacher Education|Environmental Education|Music Teacher Education|Physical Education|Secondary Education|Technology/Industrial Arts Education|Biological/Biosystems Engineering|Chemical Engineering|Civil Engineering|Computer Engineering - General|Electrical/Communications Engineering|Geotechnical Engineering|Materials Engineering|Mechanical Engineering|Nuclear Engineering|Water Resource Engineering|Heating/A.C./Refrigeration|Industrial Safety|Industrial Technology|Integrated Circuit Design|Creative Writing|English Language & Literature - General|Clothing/Apparel/Textile Studies|Foods/Nutrition Studies|Human Development/Family Studies|Foreign Language & Literature - General|French|Spanish|Athletic Training/Sports Medicine|Clinical Laboratory Science|History - General|General Studies|Applied Mathematics|Mathematics - General|Intercultural/Multicultural/Diversity Studies|Multi/Interdisciplinary Studies  General|Environmental Science|Fishing/Fisheries|Forest Management|Forest Resources Production|Forest Sciences/Biology|Natural Resource Recreation and Tourism|Natural Resources & Conservation - General|Natural Resources Management/Policy|Wildlife/Wilderness Management|Wood Science/Paper Technology|Exercise Sciences|Parks/Leisure Facilities Management|Applied and Professional Ethics|Philosophy|Chemistry|Geology|Physics|Psychology - General|Crisis/Emergency/Disaster Management|Anthropology|Archaeology|Economics|Geography|International Relations|Political Science/Government|Sociology
Stetson University,Florida,Suburban setting,2291,36644,American Studies|Russian/Slavic Area Studies|Art - General|Digital Arts|Drama/Theater Arts|Music - General|Music - General Performance|Music - Piano/Organ|Music - Voice/Opera|Music Technology|Music Theory/Composition|Stringed Instruments|Aquatic Biology/Limnology|Biochemistry|Biology|Molecular Biology|Accounting|Business Administration/Management|Business/Managerial Economics|Entrepreneurial Studies|Finance/Banking|International Business|Management Information Systems|Marketing Management|Communication  General|Computer Science|Computer/Information Sciences - General|Biology Teacher Education|Elementary Education|English Teacher Education|Foreign Language Teacher Education|French Teacher Education|German Teacher Education|Mathematics Education|Music Teacher Education|Secondary Education|Social Science Teacher Education|Spanish Language Teacher Education|English Language & Literature - General|French|German|Spanish|Health Services - General|History - General|Humanities|Mathematics - General|Environmental Science|Sport/Fitness Administration|Philosophy|Religion/Religious Studies|Chemistry|Physics|Psychology - General|Economics|Geography|International Relations|Political Science/Government|Social Sciences - General|Sociology
Louisburg College,North Carolina,Suburban setting,689,14722,Biology|Business - General|Liberal Arts & Sciences
Mitchell Community College,North Carolina,Urban setting,3768,2065,Fine/Studio Arts|Accounting|Administrative/Secretarial Services|Business Administration/Management|Operations Management|Computer Programming - General|Information Sciences/Systems|Early Childhood Education|Teacher Assistance|Electrical/Communications Engineering|Construction/Building Technologies|Drafting and Design Technology|Electrical Engineering Technologies|Engineering/Industrial Management|Manufacturing Technologies|Medical Assistance|Nursing (RN)|Nursing Assistance|Predentistry|Premedicine|Prepharmacy|Preveterinary Medicine|Prelaw|Liberal Arts & Sciences|Heating/A.C./Refrigeration Mechanics|Industrial Equipment Maintenance/Repair|Cosmetology|Machine Shop Technology|Human Services|Police Science
Boston Conservatory,Massachusetts,Urban setting,519,37270,Dance|Music - General Performance|Music - Piano/Organ|Music - Voice/Opera|Music Theory/Composition
Napa Valley College,California,Suburban setting,7467,1118,Agriculture - General|Accounting|Administrative/Secretarial Services|Business - General|Office Management|Real Estate|Communications Technologies - General|Computer Science|Computer/Information Sciences - General|Early Childhood Education|Education - General|Biomedical Engineering Technology|Drafting and Design Technology|Electrical Engineering Technologies|English Language & Literature - General|Health Services - General|Nursing (RN)|Nursing - Practical|Respiratory Therapy|Paralegal/Legal Assistance|Liberal Arts & Sciences|Wildlife/Wilderness Management|Cosmetology|Police Science|Social Sciences - General
New Mexico State University at Carlsbad,New Mexico,Rural setting,1887,1036,Film Production/Cinematography|Accounting Technology|Administrative/Secretarial Services|Banking/Financial Services|Business - General|Office Clerical Services|Broadcast Journalism|Animation/Special Effects|Computer Graphics|Computer Programming - Specific Applications|Data Processing Technology|Building/Property Maintenance|Carpentry|Early Childhood Education|Education - General|Teacher Assistance|Engineering - General|Hazardous Materials Information Systems|Emergency Medical Technology|Medical Administrative Assistance|Nursing (RN)|Nursing - Practical|Prenursing|Paralegal/Legal Assistance|General Studies|Heating/A.C./Refrigeration Mechanics|Natural Sciences|Welding Technology|Human Services|Criminal Justice Studies|Fire Science/Firefighting
Island Drafting and Technical Institute,New York,Suburban setting,122,15200,Computer Graphics|Electrical/Communications Engineering|Drafting and Design Technology|Electrical Engineering Technologies|Electrical/Electronics Equipment Repair
Seattle University,Washington,Urban setting,4631,32700,Asian Studies|Women's Studies|Art History/Criticism/Conservation|Drama/Theater Arts|Music - General|Visual and Performing Arts - General|Biochemistry|Biology|Accounting|Business - General|Business Administration/Management|Business/Managerial Economics|E-Commerce|Finance/Banking|International Business|Marketing Management|Journalism|Mass Communications/Media Studies|Public Relations|Computer Science|Civil Engineering|Electrical/Communications Engineering|Mechanical Engineering|Creative Writing|English Language & Literature - General|Foreign Language & Literature - General|French|Spanish|Clinical Laboratory Science|Diagnostic Medical Sonography|Nursing (RN)|History - General|Humanities|Liberal Arts & Sciences|Mathematics - General|Global Studies|Natural Resources & Conservation - General|Exercise Sciences|Philosophy|Religion/Religious Studies|Chemistry|Physical Sciences - General|Physics|Psychology - General|Public Administration|Social Work|Criminal Justice Studies|Criminalistics/Criminal Science|Economics|Political Science/Government|Sociology
San Francisco Conservatory of Music,California,Urban setting,189,37046,Art - General|Music - General Performance|Music - Piano/Organ|Music - Voice/Opera|Music Theory/Composition|Stringed Instruments
City University of New York: Queensborough Community College,New York,Suburban setting,15316,3940,Art - General|Dance|Drama/Theater Arts|Music History/Literature|Photography|Visual and Performing Arts - General|Biology|Accounting|Administrative/Secretarial Services|Business - General|Business Administration/Management|Information Processing/Data Entry|Office Management|Communications Technologies - General|Recording Arts Technology|Computer Programming - General|Computer/Information Sciences - General|Data Processing Technology|Information Sciences/Systems|Computer Engineering - General|Drafting and Design Technology|Electrical Engineering Technologies|Clinical/Medical Laboratory Technology|Environmental Health|Medical Assistance|Nursing (RN)|History - General|Liberal Arts & Sciences|Chemistry|Psychology - General|Political Science/Government|Sociology
Potomac College,Virginia,Suburban setting,31,Not set,Accounting|Accounting/Business Management|Business Administration/Management|Management Science|Project Management|Purchasing/Procurement/Contracts|Computer/Information Sciences - General|Computer/Systems Security|Networking/LAN/WAN Management
Vatterott College: Oklahoma City,Oklahoma,Suburban setting,410,Not set,Computer Programming - General|Computer/Information Sciences - General|Information Technology|Networking/LAN/WAN Management|Heating/A.C./Refrigeration Mechanics
